title,artist,link
Large Head (1984),Gwen W. Hardie,https://collections.ed.ac.uk/art/record/22622?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53658?highlight=*:*
Virgin and Child (statuette head of child missing) (Unknown),Unknown,https://collections.ed.ac.uk/art/record/20559?highlight=*:*
Self Portrait (1951),Barbara C. Balmer,https://collections.ed.ac.uk/art/record/22708?highlight=*:*
Yellow Mist,Unknown,https://collections.ed.ac.uk/art/record/122899?highlight=*:*
Portrait of Grandfather (1966),John Bellany,https://collections.ed.ac.uk/art/record/20742?highlight=*:*
Unknown,Ruari MacLeod,https://collections.ed.ac.uk/art/record/50437?highlight=*:*
Unknown (1985),Donald Provan,https://collections.ed.ac.uk/art/record/50418?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/99919?highlight=*:*
Untitled (Unknown),Valerie Anderson,https://collections.ed.ac.uk/art/record/21890?highlight=*:*
Trafalgar Square (1963),Unknown,https://collections.ed.ac.uk/art/record/21773?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53655?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99922?highlight=*:*
"A PHP Error was encountered Severity: Warning Message: Undefined array key ""dctitleen"" Filename: views/search_results.php Line Number: 98 A PHP Error was encountered Severity: Warning Message: Trying to access array offset on null Filename: views/search_results.php Line Number: 98 (2003)",Unknown,https://collections.ed.ac.uk/art/record/99930?highlight=*:*
Bust of Queen Nefertiti (White) (Unknown),Unknown,https://collections.ed.ac.uk/art/record/20622?highlight=*:*
Unknown (1952),George Roderick Carmichael,https://collections.ed.ac.uk/art/record/50569?highlight=*:*
Untitled (1989),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/21909?highlight=*:*
Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99804?highlight=*:*
Untitled (1947),Maria Garbolewska,https://collections.ed.ac.uk/art/record/21769?highlight=*:*
Untitled (2003),Sarah Jamieson,https://collections.ed.ac.uk/art/record/99925?highlight=*:*
Sampler on course slub material,Unknown,https://collections.ed.ac.uk/art/record/102665?highlight=*:*
Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99817?highlight=*:*
Unknown (1950),John W. Corner,https://collections.ed.ac.uk/art/record/50518?highlight=*:*
John Stone (1950),David McClure,https://collections.ed.ac.uk/art/record/22666?highlight=*:*
Untitled (Unknown),Adam M Martin,https://collections.ed.ac.uk/art/record/21830?highlight=*:*
Portrait Study (1950),Thomas Kim Redpath,https://collections.ed.ac.uk/art/record/22703?highlight=*:*
Unknown (1949),Shand C. Hutchison,https://collections.ed.ac.uk/art/record/50530?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21903?highlight=*:*
Figure in Rocky Landscape at Sunset (1964),James Goodall,https://collections.ed.ac.uk/art/record/122842?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21881?highlight=*:*
The Berwick Law (Feb 1983),Wendy McMurdo,https://collections.ed.ac.uk/art/record/21811?highlight=*:*
Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99815?highlight=*:*
Aerial (2007),Anna Warsop,https://collections.ed.ac.uk/art/record/99904?highlight=*:*
Study of Female Nude on All Fours (1952),Alastair Fairweather,https://collections.ed.ac.uk/art/record/50423?highlight=*:*
1st State (Unknown),Euan Gray,https://collections.ed.ac.uk/art/record/21954?highlight=*:*
Portrait of a Man (1970),Karol Prentice,https://collections.ed.ac.uk/art/record/122735?highlight=*:*
Discophoros,Unknown,https://collections.ed.ac.uk/art/record/20589?highlight=*:*
Still Life with Shadow of Kettle (1966),James H. Fairgrieve,https://collections.ed.ac.uk/art/record/22734?highlight=*:*
Mods and Rockers,George M. Donald,https://collections.ed.ac.uk/art/record/122829?highlight=*:*
Unknown (1953),D. Gordon Campbell,https://collections.ed.ac.uk/art/record/53549?highlight=*:*
Untitled (Unknown),Margaret Clyde,https://collections.ed.ac.uk/art/record/21628?highlight=*:*
Untitled (Unknown),Paul Furneaux,https://collections.ed.ac.uk/art/record/21780?highlight=*:*
Whitework on indian muslin (1800-1849),Unknown,https://collections.ed.ac.uk/art/record/102705?highlight=*:*
History of a Medium (1971),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21696?highlight=*:*
Untitled (1986),Hilary A. Fisher,https://collections.ed.ac.uk/art/record/21553?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53575?highlight=*:*
Unknown (1975),Ruth Stiven,https://collections.ed.ac.uk/art/record/50398?highlight=*:*
Still Life with Onions,Rose A. K. Forsyth,https://collections.ed.ac.uk/art/record/122825?highlight=*:*
Double Handled Vessel (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53739?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53625?highlight=*:*
Sixteen Boxes,John Mooney,https://collections.ed.ac.uk/art/record/21804?highlight=*:*
A World under Your Feet/ Composition with Yellow Crosses (diptych) (1990),Alistair W. Clark,https://collections.ed.ac.uk/art/record/122960?highlight=*:*
Self Portrait (Circa 1951),Barbara C. Balmer,https://collections.ed.ac.uk/art/record/122917?highlight=*:*
Untitled (2006),Digby Maass,https://collections.ed.ac.uk/art/record/99859?highlight=*:*
Still Life with Drapes (1966),James H. Fairgrieve,https://collections.ed.ac.uk/art/record/22651?highlight=*:*
Abstract Pale Landscape,Laura Drever,https://collections.ed.ac.uk/art/record/22594?highlight=*:*
Portrait of a Girl in Shirt and Tie (1962),Jean M. A. Conacher,https://collections.ed.ac.uk/art/record/122809?highlight=*:*
The Bric-A-Brac Shop (Circa 1960),Vivien Alexander,https://collections.ed.ac.uk/art/record/122839?highlight=*:*
Self Portrait at Table (Circa 1975),Janis A. Dougall,https://collections.ed.ac.uk/art/record/122882?highlight=*:*
Sean Connery as a Life Model (1952),Alastair Fairweather,https://collections.ed.ac.uk/art/record/22598?highlight=*:*
Untitled (2002),Lisa Flett,https://collections.ed.ac.uk/art/record/99926?highlight=*:*
Old Town (1998),John Brown,https://collections.ed.ac.uk/art/record/21865?highlight=*:*
Nude in Blue,Unknown,https://collections.ed.ac.uk/art/record/122971?highlight=*:*
Falling Figure in an Autumn Valley (1968),Alistair T. B. Burns,https://collections.ed.ac.uk/art/record/22589?highlight=*:*
Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50466?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21820?highlight=*:*
Untited (1986),Paul Furneaux,https://collections.ed.ac.uk/art/record/21611?highlight=*:*
Lepidopterists (1951),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/122822?highlight=*:*
Candle and Shell at Sea* (1987),Donald Clark,https://collections.ed.ac.uk/art/record/22729?highlight=*:*
Seated Female Nude (1969),Rosemary E. Hamblin,https://collections.ed.ac.uk/art/record/122801?highlight=*:*
Landscape,Edith C. Duke,https://collections.ed.ac.uk/art/record/122871?highlight=*:*
Espresso Cup (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53693?highlight=*:*
Multicoloured Geometric (1971),Jim Hickey,https://collections.ed.ac.uk/art/record/22602?highlight=*:*
The Sons of Usnach at Chess (1964),John B Vallely,https://collections.ed.ac.uk/art/record/21006?highlight=*:*
Walking the Wall (Unknown),Victoria C F Bernie,https://collections.ed.ac.uk/art/record/21906?highlight=*:*
Seated Woman in a Green Hat (Circa 1908),Agnes Sim,https://collections.ed.ac.uk/art/record/122782?highlight=*:*
Peets (1963),Deborah Eadie,https://collections.ed.ac.uk/art/record/21754?highlight=*:*
Unknown (1901),George Bain,https://collections.ed.ac.uk/art/record/50458?highlight=*:*
Unknown (1963),Roger Cameron,https://collections.ed.ac.uk/art/record/53590?highlight=*:*
Untitled (Unknown),Zoë Telford,https://collections.ed.ac.uk/art/record/21619?highlight=*:*
Black Sitka (1961),William Johnstone,https://collections.ed.ac.uk/art/record/499?highlight=*:*
Unknown (1952),George Roderick Carmichael,https://collections.ed.ac.uk/art/record/50568?highlight=*:*
Unknown,Robert Euman,https://collections.ed.ac.uk/art/record/53545?highlight=*:*
Unknown (1949),John Thomson,https://collections.ed.ac.uk/art/record/50483?highlight=*:*
Unknown (1942),Ian Duff,https://collections.ed.ac.uk/art/record/50579?highlight=*:*
Bathers (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/122853?highlight=*:*
Unknown (1958),Andrew P. W. Conkie,https://collections.ed.ac.uk/art/record/50526?highlight=*:*
Summer Composition 1967 (1967),Alan T. Johnston,https://collections.ed.ac.uk/art/record/122689?highlight=*:*
Untitled (1997),Rachel Clark,https://collections.ed.ac.uk/art/record/21876?highlight=*:*
Cast Study of Dead Christ from Michelangelo's 'Pieta',Leonard I. H. Gray,https://collections.ed.ac.uk/art/record/53485?highlight=*:*
Pattern darned sample,Unknown,https://collections.ed.ac.uk/art/record/102690?highlight=*:*
Leith Docks,David McClure,https://collections.ed.ac.uk/art/record/122725?highlight=*:*
Self Portrait,Vivien Alexander,https://collections.ed.ac.uk/art/record/122918?highlight=*:*
Unknown (1964),Helen Cargill,https://collections.ed.ac.uk/art/record/50500?highlight=*:*
Unknown,Jeffery Camp,https://collections.ed.ac.uk/art/record/50565?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21891?highlight=*:*
Untitled (FEB 1963),John Bellany,https://collections.ed.ac.uk/art/record/21534?highlight=*:*
Landscape (Circa 1988),Arlene Isbister,https://collections.ed.ac.uk/art/record/22604?highlight=*:*
Brass Rubbing of Monk with Chalice (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21655?highlight=*:*
Pair of sleeves,Unknown,https://collections.ed.ac.uk/art/record/102676?highlight=*:*
Relic of Origins: Wild Boar (2013),Kyle Noble,https://collections.ed.ac.uk/art/record/21304?highlight=*:*
Brass moths and bees (2018),Jessica Gasson,https://collections.ed.ac.uk/art/record/102752?highlight=*:*
Untitled (1962),Helen Wishart,https://collections.ed.ac.uk/art/record/21764?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21547?highlight=*:*
Unknown (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/53558?highlight=*:*
Unknown,Valerie Samuel,https://collections.ed.ac.uk/art/record/53535?highlight=*:*
Unknown (1948),Mabel D. Lawford,https://collections.ed.ac.uk/art/record/50537?highlight=*:*
Unknown,Jeffery Camp,https://collections.ed.ac.uk/art/record/50564?highlight=*:*
Making the World Safe for Capitalism (Unknown),Kenny Grant,https://collections.ed.ac.uk/art/record/21819?highlight=*:*
Nude in Veil,Anna Millar,https://collections.ed.ac.uk/art/record/22637?highlight=*:*
Untitled (1997),Sena K.,https://collections.ed.ac.uk/art/record/21923?highlight=*:*
View of Edinburgh Castle,Unknown,https://collections.ed.ac.uk/art/record/122763?highlight=*:*
Black Bodice (1996),Anna Millar,https://collections.ed.ac.uk/art/record/22612?highlight=*:*
Unknown (1957),Peter Coyle,https://collections.ed.ac.uk/art/record/50512?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53624?highlight=*:*
Untitled (2006),Julia Rous,https://collections.ed.ac.uk/art/record/99864?highlight=*:*
Untitled (Unknown),Catherine Fairgrieve,https://collections.ed.ac.uk/art/record/21721?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50388?highlight=*:*
Venus Marina,Unknown,https://collections.ed.ac.uk/art/record/20594?highlight=*:*
Cryptogam (1991),Unknown,https://collections.ed.ac.uk/art/record/21794?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53572?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21709?highlight=*:*
Vase (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122135?highlight=*:*
Standing Male Nude (1964),Kirkland Main,https://collections.ed.ac.uk/art/record/122720?highlight=*:*
The Ruins (1948),James W. H. Cumming,https://collections.ed.ac.uk/art/record/122793?highlight=*:*
Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99809?highlight=*:*
untitled (1961),James T Carlyle,https://collections.ed.ac.uk/art/record/21760?highlight=*:*
Unknown (1965-1966),George Donald,https://collections.ed.ac.uk/art/record/50376?highlight=*:*
Dish (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122069?highlight=*:*
Untitled,Dr Ainslie Yule,https://collections.ed.ac.uk/art/record/99533?highlight=*:*
Unknown (1956),Alan M. Alexander,https://collections.ed.ac.uk/art/record/50597?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53570?highlight=*:*
Abstract,V. Constant,https://collections.ed.ac.uk/art/record/111445?highlight=*:*
Untitled (1966),Maureen Dawson,https://collections.ed.ac.uk/art/record/99844?highlight=*:*
Untitled (1983),Elizabeth Gourlay,https://collections.ed.ac.uk/art/record/21595?highlight=*:*
Untitled (2006),Hannah Jasper,https://collections.ed.ac.uk/art/record/99856?highlight=*:*
Unknown (MAY 1948),John W. Corner,https://collections.ed.ac.uk/art/record/50516?highlight=*:*
Profile of Standing Male Nude with Staff,Alastair Fairweather,https://collections.ed.ac.uk/art/record/50425?highlight=*:*
Unknown (NOV 1959),John Gilbert,https://collections.ed.ac.uk/art/record/53493?highlight=*:*
Rockpools,Rosemary Reid,https://collections.ed.ac.uk/art/record/20762?highlight=*:*
Hand Thrown Pot (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53736?highlight=*:*
Still Life with Glass Jug (1956),Andrew Smith,https://collections.ed.ac.uk/art/record/122922?highlight=*:*
The Room (1980),Stephen H. Harrison,https://collections.ed.ac.uk/art/record/122681?highlight=*:*
Still Life (1968),Alfons B. Jasinski,https://collections.ed.ac.uk/art/record/122702?highlight=*:*
Sky with Floating Kites (Circa 1968),Charles Ian Patterson,https://collections.ed.ac.uk/art/record/22588?highlight=*:*
Unknown (1950),James Bowman,https://collections.ed.ac.uk/art/record/50609?highlight=*:*
Untitled (2003),Andrea Bain,https://collections.ed.ac.uk/art/record/99928?highlight=*:*
Side Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53614?highlight=*:*
Four Orchids,Susan Alexander,https://collections.ed.ac.uk/art/record/50408?highlight=*:*
Still Life with Goblets (1959),Alan M. Alexander,https://collections.ed.ac.uk/art/record/22743?highlight=*:*
Still Life,Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/122895?highlight=*:*
Finial (2018),Jack Handscombe,https://collections.ed.ac.uk/art/record/102754?highlight=*:*
Side Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53616?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53536?highlight=*:*
Composition with Table and String of Paper (Circa 1989),Claire E. Banks,https://collections.ed.ac.uk/art/record/122833?highlight=*:*
Untitled,Dr Ainslie Yule,https://collections.ed.ac.uk/art/record/99534?highlight=*:*
Untitled (Unknown),George Glen,https://collections.ed.ac.uk/art/record/21726?highlight=*:*
Untitled (Unknown),Anna Chapman,https://collections.ed.ac.uk/art/record/21603?highlight=*:*
Unknown (1947),Eric Forrest,https://collections.ed.ac.uk/art/record/50587?highlight=*:*
Seated Female Nude (Circa 1959),Kenneth Dingwall,https://collections.ed.ac.uk/art/record/122753?highlight=*:*
Self Portrait,Lesley M. Johns,https://collections.ed.ac.uk/art/record/22731?highlight=*:*
Smocking diagrams,Unknown,https://collections.ed.ac.uk/art/record/102710?highlight=*:*
Untitled (2006),Amelia Smith,https://collections.ed.ac.uk/art/record/99863?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21567?highlight=*:*
Unknown (1950),Thomas Clapperton,https://collections.ed.ac.uk/art/record/50561?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53661?highlight=*:*
Still Life with Slice of Melon (1957),Alexander S Campbell,https://collections.ed.ac.uk/art/record/122916?highlight=*:*
Masked Divers,Robin S. Taylor,https://collections.ed.ac.uk/art/record/22683?highlight=*:*
Composition with Three Figures against a Pink and Yellow Background (Circa 1968),Alan T. Johnston,https://collections.ed.ac.uk/art/record/22596?highlight=*:*
Unclassified (2003),Charles E. Milson,https://collections.ed.ac.uk/art/record/99933?highlight=*:*
Bearded Man Sitting (Circa 1973),Catherine A. MacLean,https://collections.ed.ac.uk/art/record/22621?highlight=*:*
Unknown (1950-1951),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/50557?highlight=*:*
Unknown (1960),Alan M. Alexander,https://collections.ed.ac.uk/art/record/50595?highlight=*:*
Unknown (1950),John W. Corner,https://collections.ed.ac.uk/art/record/50519?highlight=*:*
Untitled (Unknown),Matt Gamber,https://collections.ed.ac.uk/art/record/99913?highlight=*:*
Female Nude (1924),Henry Moore,https://collections.ed.ac.uk/art/record/53472?highlight=*:*
Untitled (1983),Unknown,https://collections.ed.ac.uk/art/record/21894?highlight=*:*
Unknown (1986),Peter McLaren,https://collections.ed.ac.uk/art/record/53533?highlight=*:*
