title,artist,link
Jug (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53722?highlight=*:*
Seated Woman,Ruari MacLeod,https://collections.ed.ac.uk/art/record/21497?highlight=*:*
Portrait of a Seated Woman,Barbara Mackie,https://collections.ed.ac.uk/art/record/20999?highlight=*:*
Portrait of a Woman (1954),Nita Newman,https://collections.ed.ac.uk/art/record/21209?highlight=*:*
Death Mask (2) (1964),H. Dempshall,https://collections.ed.ac.uk/art/record/21649?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99956?highlight=*:*
Standing Male Nude (1939),Betty M. Ferguson,https://collections.ed.ac.uk/art/record/21131?highlight=*:*
Frieze from the Temple of Athena Nike (2nd left) (1827),NA,https://collections.ed.ac.uk/art/record/20626?highlight=*:*
Standing Male Nude (1958),Richard McNeill,https://collections.ed.ac.uk/art/record/20892?highlight=*:*
Plate (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53712?highlight=*:*
Seated Female Nude (1957),Colin Turner,https://collections.ed.ac.uk/art/record/20966?highlight=*:*
Untitled (1966),Molly Harris,https://collections.ed.ac.uk/art/record/99833?highlight=*:*
Landscape with Farmhouse (1948),Margaret Simster,https://collections.ed.ac.uk/art/record/20799?highlight=*:*
Reclining Female Nude (1953),Mary Edmond,https://collections.ed.ac.uk/art/record/20895?highlight=*:*
Untitled (Unknown),Patrick Wichtler,https://collections.ed.ac.uk/art/record/21949?highlight=*:*
Portrait of a Woman (1959),W Bryden,https://collections.ed.ac.uk/art/record/21105?highlight=*:*
Portrait of a Seated Young Woman (MAR 1960),John Gilbert,https://collections.ed.ac.uk/art/record/20998?highlight=*:*
Cantoria (right panel),Unknown,https://collections.ed.ac.uk/art/record/20580?highlight=*:*
The Mirror Conspiracy (2007),Joakim Lund,https://collections.ed.ac.uk/art/record/99972?highlight=*:*
'Gods' and Chiton Figure from East Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20684?highlight=*:*
Woman in Historic Dress (Circa 1950),Edward A. Gage,https://collections.ed.ac.uk/art/record/21394?highlight=*:*
Two male figures from Parthenon Frieze,NA,https://collections.ed.ac.uk/art/record/20662?highlight=*:*
Untitled (1962),Paresh C. Chakraborty,https://collections.ed.ac.uk/art/record/112306?highlight=*:*
Chinese damask robe (19th Century),Unknown,https://collections.ed.ac.uk/art/record/100005?highlight=*:*
Portrait of a Seated Woman (1965-1966),George Donald,https://collections.ed.ac.uk/art/record/21172?highlight=*:*
Multiple Views of Female Nude (1949),Douglas Gordon,https://collections.ed.ac.uk/art/record/21102?highlight=*:*
Untitled (1989),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/21971?highlight=*:*
Standing Male Nude (1957),Alejandro B. Braso,https://collections.ed.ac.uk/art/record/21247?highlight=*:*
Untitled (2006),Elizabeth Shepherd,https://collections.ed.ac.uk/art/record/99875?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21992?highlight=*:*
Untitled (Unknown),Frelyn Morton,https://collections.ed.ac.uk/art/record/21969?highlight=*:*
Composition with Wire Form (1994),John Maclean,https://collections.ed.ac.uk/art/record/47458?highlight=*:*
"HKD Burg Giebichenstein Halle, Germany (APR 2002)",Sabine Lechner,https://collections.ed.ac.uk/art/record/21908?highlight=*:*
Portrait of a Man (1954),Elizabeth Blackadder,https://collections.ed.ac.uk/art/record/21408?highlight=*:*
Untitled,A. Thomas,https://collections.ed.ac.uk/art/record/111045?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,https://collections.ed.ac.uk/art/record/20695?highlight=*:*
Tray-bearer from North Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20688?highlight=*:*
Untitled - Two Men in Suits (1967),Catherine Robin,https://collections.ed.ac.uk/art/record/99412?highlight=*:*
Skeleton (1957),Norman E Kirkpatrick,https://collections.ed.ac.uk/art/record/21023?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20711?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20721?highlight=*:*
Trees in Kensington Gardens (Unknown),John Kingsley Cook,https://collections.ed.ac.uk/art/record/21694?highlight=*:*
Untitled,Jock Nicol,https://collections.ed.ac.uk/art/record/111035?highlight=*:*
Riders: Parthenon Frieze (1836-1837),NA,https://collections.ed.ac.uk/art/record/20707?highlight=*:*
Orange and Lemon Playing Games I (1999),CBE HRSA HRSW Wilhelmina Barns-Graham,https://collections.ed.ac.uk/art/record/54751?highlight=*:*
Seated Female Nude (1962),Geoffrey J Roper,https://collections.ed.ac.uk/art/record/99367?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21546?highlight=*:*
Untitled - Figured Drawing of Nude Woman on a Couch (1963),Gordon Bryce,https://collections.ed.ac.uk/art/record/99329?highlight=*:*
Portrait of a Young Man (1950),Joseph Maxwell,https://collections.ed.ac.uk/art/record/21061?highlight=*:*
Portrait of a Man (1966),James Fairgrieve,https://collections.ed.ac.uk/art/record/21396?highlight=*:*
Abstract Landscape with Orange and Black (1965-1966),Laura McPherson,https://collections.ed.ac.uk/art/record/99392?highlight=*:*
Girl (Unknown),Bosko Karanovic,https://collections.ed.ac.uk/art/record/21648?highlight=*:*
Crowd in Glasgow (1963),Geoffrey J Roper,https://collections.ed.ac.uk/art/record/21359?highlight=*:*
Reclining Male Nude (1958),David Rifat,https://collections.ed.ac.uk/art/record/20875?highlight=*:*
Untitled (2007),Kerri Stean,https://collections.ed.ac.uk/art/record/99978?highlight=*:*
View of a Street and Market in Assisi (1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/20853?highlight=*:*
Seated Female Nude (1954),Elizabeth Blackadder,https://collections.ed.ac.uk/art/record/21409?highlight=*:*
Sea Shore (Unknown),Richard Florsheim,https://collections.ed.ac.uk/art/record/21662?highlight=*:*
Views of a Male Nude (FEB 1952),Martin G C McKeown,https://collections.ed.ac.uk/art/record/21416?highlight=*:*
Standing Male Nude (1958),David Rifat,https://collections.ed.ac.uk/art/record/20874?highlight=*:*
Portrait of a Woman (1957),Colin Turner,https://collections.ed.ac.uk/art/record/21143?highlight=*:*
Untitled (1948),Allan W. Robson,https://collections.ed.ac.uk/art/record/21744?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20702?highlight=*:*
Sleeping Figure,Paul Gladston,https://collections.ed.ac.uk/art/record/21516?highlight=*:*
Portrait of a Woman (1952),Martin G C McKeown,https://collections.ed.ac.uk/art/record/21415?highlight=*:*
Embroidered panel,Winsome Douglass,https://collections.ed.ac.uk/art/record/113834?highlight=*:*
Woman in Floral Dress (Circa 1955),Eric Ritchie,https://collections.ed.ac.uk/art/record/21395?highlight=*:*
Portrait of a Woman (1951),James P W Syme,https://collections.ed.ac.uk/art/record/21231?highlight=*:*
Seated Man Playing a Stringed Instrument (1952),Douglas Kerr,https://collections.ed.ac.uk/art/record/21040?highlight=*:*
Memorabilia (Unknown),James Cumming,https://collections.ed.ac.uk/art/record/21651?highlight=*:*
Landscape Study with Buildings and Trees (1955),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21032?highlight=*:*
Untitled (2007),Gordon Brennan,https://collections.ed.ac.uk/art/record/99976?highlight=*:*
Untitled (1967),Laurence Roche,https://collections.ed.ac.uk/art/record/22480?highlight=*:*
Seated Female Nude (1959),George H McIntosh,https://collections.ed.ac.uk/art/record/21063?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20725?highlight=*:*
Seated Male Nude (1958),Elizabeth Meldrum,https://collections.ed.ac.uk/art/record/21158?highlight=*:*
Archway,Louise Allardyce,https://collections.ed.ac.uk/art/record/21524?highlight=*:*
Untitled (1965),Frances Sander,https://collections.ed.ac.uk/art/record/99527?highlight=*:*
Opuntia Alburdina (America) (1993-1994),Jane Watt,https://collections.ed.ac.uk/art/record/99460?highlight=*:*
1. Meccarama (1972),Anthony Benjamin,https://collections.ed.ac.uk/art/record/21667?highlight=*:*
Architectural Frieze with Lion's Head,Unknown,https://collections.ed.ac.uk/art/record/20535?highlight=*:*
Portrait of a Seated Woman (1954),John P Busby,https://collections.ed.ac.uk/art/record/21376?highlight=*:*
Seated Young Male Nude (1948),Victorine Anne Schilsky,https://collections.ed.ac.uk/art/record/20832?highlight=*:*
Standing Male Nude (1954),Kathleen M D Mole,https://collections.ed.ac.uk/art/record/21052?highlight=*:*
Five Views of a Woman Seated (Circa 1955),Peter McGinn,https://collections.ed.ac.uk/art/record/21090?highlight=*:*
Untitled - Figure Drawing of A Man with Crossed Arms (1968),Alfons B. Jasinski,https://collections.ed.ac.uk/art/record/99273?highlight=*:*
Two Seated Female Nudes (31 MAY 1951),Fiona M Mouat,https://collections.ed.ac.uk/art/record/21196?highlight=*:*
Untitled - 1/2 hr Life Drawing of Man in a Blue Costume (1963),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99248?highlight=*:*
Standing Male Nude (1952),David Michie,https://collections.ed.ac.uk/art/record/21387?highlight=*:*
Untitled (2003),Carolyn Muskat,https://collections.ed.ac.uk/art/record/99955?highlight=*:*
"Metope 2, south entablature, Parthenon (1837)",NA,https://collections.ed.ac.uk/art/record/20641?highlight=*:*
Portrait of a Woman (1960),Mary Shanks,https://collections.ed.ac.uk/art/record/20947?highlight=*:*
Untitled - Portrait of a Girl in a Hat (05 DEC 1966),Catherine Robin,https://collections.ed.ac.uk/art/record/99411?highlight=*:*
Reclining Female Nude (1957),Peter Coyle,https://collections.ed.ac.uk/art/record/20968?highlight=*:*
Reclining Male Nude (1952),John Houston,https://collections.ed.ac.uk/art/record/21353?highlight=*:*
Roko I Cicibela (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22042?highlight=*:*
Anatomy Test Jeckon H,Maureen Dawson,https://collections.ed.ac.uk/art/record/112351?highlight=*:*
In Edinburgh Carnival '65 (1965),Kenneth R Duffy,https://collections.ed.ac.uk/art/record/99493?highlight=*:*
Untitled (1963),Andrew Raeburn,https://collections.ed.ac.uk/art/record/22018?highlight=*:*
Farm Building (01 MAY 1985),Allison E Sharpe,https://collections.ed.ac.uk/art/record/21467?highlight=*:*
Marshal from the West Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20689?highlight=*:*
Abstract,James T Carlyle,https://collections.ed.ac.uk/art/record/21004?highlight=*:*
Standing Male Nude,A Wrever,https://collections.ed.ac.uk/art/record/20859?highlight=*:*
Replica cast (brown) of Parthenon slab GE31,Unknown,https://collections.ed.ac.uk/art/record/20656?highlight=*:*
"Couplings, Escalator for sale (2017)",Tessa Lynch,https://collections.ed.ac.uk/art/record/102736?highlight=*:*
Fish in a Whirlpool (1953),Hans Jelinek,https://collections.ed.ac.uk/art/record/21653?highlight=*:*
Pylons in the Landscape (01 MAY 1985),Allison E Sharpe,https://collections.ed.ac.uk/art/record/21468?highlight=*:*
Gem cabinet 1 (of 6) containing 43 medallions (Unknown),Unknown,https://collections.ed.ac.uk/art/record/20615?highlight=*:*
Pier,Lynda Gillard,https://collections.ed.ac.uk/art/record/21449?highlight=*:*
Chair seat (1700?-1850?),Unknown,https://collections.ed.ac.uk/art/record/100007?highlight=*:*
Standing Male Nude (1958),Sarah Shaw,https://collections.ed.ac.uk/art/record/20818?highlight=*:*
Untitled (1981),Colin A. Lawson,https://collections.ed.ac.uk/art/record/99530?highlight=*:*
Three Men (1963),Geoffrey J Roper,https://collections.ed.ac.uk/art/record/21360?highlight=*:*
The Potato-Sorters (1947),Allan W. Robson,https://collections.ed.ac.uk/art/record/21742?highlight=*:*
Reclining Female Nude (19 JAN 1950),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/21019?highlight=*:*
Untitled (1966),Molly Harris,https://collections.ed.ac.uk/art/record/99835?highlight=*:*
Seated Male Nude (1959),W Bryden,https://collections.ed.ac.uk/art/record/21108?highlight=*:*
Untitled,Ruth Stiven,https://collections.ed.ac.uk/art/record/99494?highlight=*:*
Seated Nude Woman (1957-1959),Albert Robson,https://collections.ed.ac.uk/art/record/20813?highlight=*:*
Standing Male Nude (1959),Bruce Clapperton,https://collections.ed.ac.uk/art/record/20911?highlight=*:*
Portrait of a Woman (1953),Llewella C. Brayne,https://collections.ed.ac.uk/art/record/21199?highlight=*:*
Legless Graham (Unknown),Jennifer Blake,https://collections.ed.ac.uk/art/record/21996?highlight=*:*
Reclining and Seated Female Nudes (1994),Christopher Waite,https://collections.ed.ac.uk/art/record/20747?highlight=*:*
Tijardovié (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22039?highlight=*:*
"Circus People in Restaurant, Ravenna (1957)",Peter McGinn,https://collections.ed.ac.uk/art/record/21116?highlight=*:*
Opuntia Vulgaris Miller (1993-1994),Jane Watt,https://collections.ed.ac.uk/art/record/99456?highlight=*:*
Untitled (Unknown),Anna Bjorkman,https://collections.ed.ac.uk/art/record/99963?highlight=*:*
Standing Nude (1960),John Johnstone,https://collections.ed.ac.uk/art/record/21358?highlight=*:*
Benin Head (1964),Vincent Butler,https://collections.ed.ac.uk/art/record/99224?highlight=*:*
Untitled,Peter Pretsell,https://collections.ed.ac.uk/art/record/99794?highlight=*:*
Untitled (1962),Roselyn M. Underwood,https://collections.ed.ac.uk/art/record/22502?highlight=*:*
Portrait of a Woman's Head (1949),Thomas Kim Redpath,https://collections.ed.ac.uk/art/record/20781?highlight=*:*
Standing Female Nude,George A. MacPherson,https://collections.ed.ac.uk/art/record/122733?highlight=*:*
"Armorial panel from right tower of Mar's Wark, Stirling (1893)",Unknown,https://collections.ed.ac.uk/art/record/20554?highlight=*:*
Untitled - Portrait of a Woman and Child (Feb 1962),William Gillon,https://collections.ed.ac.uk/art/record/99481?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99957?highlight=*:*
Untitled - Portrait of Woman in Hat (1964),Eleanor Maiden,https://collections.ed.ac.uk/art/record/99361?highlight=*:*
Isabella of Aragon (white) (Post 1912),Unknown,https://collections.ed.ac.uk/art/record/123566?highlight=*:*
Untitled (Standing Figures),Paul J Donaldson,https://collections.ed.ac.uk/art/record/21447?highlight=*:*
Untitled,Fiona Duncan,https://collections.ed.ac.uk/art/record/112344?highlight=*:*
Harbour Scene (1987-1988),Jane V Hyslop,https://collections.ed.ac.uk/art/record/21486?highlight=*:*
The King and I (2017),Daniel Cook,https://collections.ed.ac.uk/art/record/100021?highlight=*:*
Unititled,Ian Johnstone,https://collections.ed.ac.uk/art/record/112498?highlight=*:*
Autaina/Aartaina (1993),Tulf Guanay,https://collections.ed.ac.uk/art/record/21959?highlight=*:*
Multiple Portraits of a Woman (Circa 1964),John Bellany,https://collections.ed.ac.uk/art/record/20780?highlight=*:*
Untitled (12 JUN 2014),John Nelson,https://collections.ed.ac.uk/art/record/22481?highlight=*:*
Riders from West Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20666?highlight=*:*
Elders from South Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20680?highlight=*:*
Lid (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122074?highlight=*:*
Landscape Drawing ('CalMohr') (1963),John Bellany,https://collections.ed.ac.uk/art/record/20764?highlight=*:*
Portrait of a Woman in a Jumper (1959),W Bryden,https://collections.ed.ac.uk/art/record/21106?highlight=*:*
"Still Life with Jug of Flowers, Goblet and Fruit",Sir William George Gillies,https://collections.ed.ac.uk/art/record/20753?highlight=*:*
Coronation Jug (1953),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/22507?highlight=*:*
Two Circus Acts in One (1958),Seong Moy,https://collections.ed.ac.uk/art/record/21704?highlight=*:*
Unknown (1949),Alexander Cree,https://collections.ed.ac.uk/art/record/50543?highlight=*:*
Unknown (1949),Thomas Clapperton,https://collections.ed.ac.uk/art/record/50560?highlight=*:*
Green Square Abstract,Unknown,https://collections.ed.ac.uk/art/record/22625?highlight=*:*
Still Life with Apples,John P Busby,https://collections.ed.ac.uk/art/record/123107?highlight=*:*
Building,Stephanie Dees,https://collections.ed.ac.uk/art/record/123101?highlight=*:*
Of Carole Danielson (1964),Helen Cargill,https://collections.ed.ac.uk/art/record/53585?highlight=*:*
Unknown,George Roderick Carmichael,https://collections.ed.ac.uk/art/record/50566?highlight=*:*
Figures in a Landscape Mending Nets (Circa 1952),Dorothy H. N. Forrest,https://collections.ed.ac.uk/art/record/122828?highlight=*:*
Untitled (1989),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/21888?highlight=*:*
Untitled (Unknown),George Glen,https://collections.ed.ac.uk/art/record/21720?highlight=*:*
Unknown (1949),T. A. Sutter Watt,https://collections.ed.ac.uk/art/record/50456?highlight=*:*
Transposition (Red and Gold) (2014),Emma Smith,https://collections.ed.ac.uk/art/record/47457?highlight=*:*
Italian Landscape,Leon Francesco Morrocco,https://collections.ed.ac.uk/art/record/122897?highlight=*:*
Unknown (1950),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/50555?highlight=*:*
Unknown (1969),J Lyle,https://collections.ed.ac.uk/art/record/53608?highlight=*:*
Georgian waistcoat (1700-1799),Unknown,https://collections.ed.ac.uk/art/record/102662?highlight=*:*
Stag (20th Century),Emma Gillies,https://collections.ed.ac.uk/art/record/53748?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102671?highlight=*:*
Still Life with Garden Fork (1964),Alexander Moffat,https://collections.ed.ac.uk/art/record/93355?highlight=*:*
Life-Drawing (1928),Robert Heriot Westwater,https://collections.ed.ac.uk/art/record/100023?highlight=*:*
Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99811?highlight=*:*
Unknown (1947),Mabel D. Lawford,https://collections.ed.ac.uk/art/record/50533?highlight=*:*
Unknown (1946),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50440?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21683?highlight=*:*
Unknown,Elizabeth Blackadder,https://collections.ed.ac.uk/art/record/50638?highlight=*:*
Untitled (1967),Christine Watson,https://collections.ed.ac.uk/art/record/21772?highlight=*:*
Unknown (1950),Alexander Cree,https://collections.ed.ac.uk/art/record/50544?highlight=*:*
Unknown,Alan M. Alexander,https://collections.ed.ac.uk/art/record/50598?highlight=*:*
Unknown,Alexander Cree,https://collections.ed.ac.uk/art/record/50549?highlight=*:*
Untitled (1960),Robert L Snowden,https://collections.ed.ac.uk/art/record/21542?highlight=*:*
Supporters scarves (United We Stand Divided We Fall) (2024),Eilidh McKeown,https://collections.ed.ac.uk/art/record/123749?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53602?highlight=*:*
Harbour Scene (1955),Myra E. Soni,https://collections.ed.ac.uk/art/record/22736?highlight=*:*
Untitled (2004),Rebecca Firth,https://collections.ed.ac.uk/art/record/21818?highlight=*:*
The Thinker (1969),Marko Krsmanovic,https://collections.ed.ac.uk/art/record/21647?highlight=*:*
Oranges (2018),Jessica Gasson,https://collections.ed.ac.uk/art/record/102753?highlight=*:*
People on Bench,Hazel Rich,https://collections.ed.ac.uk/art/record/22525?highlight=*:*
Entry into Jerusalem (1956),Peter McGinn,https://collections.ed.ac.uk/art/record/122719?highlight=*:*
Seated Man on White Chair (1989),Claire E. Banks,https://collections.ed.ac.uk/art/record/22555?highlight=*:*
Unknown (1950),Patrick W. Barclay,https://collections.ed.ac.uk/art/record/50620?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99905?highlight=*:*
Unknown (1950),James T. Ferguson,https://collections.ed.ac.uk/art/record/53498?highlight=*:*
Still Life with Guitar (1962),John Picking,https://collections.ed.ac.uk/art/record/22702?highlight=*:*
Two Women with Sail Boats,Unknown,https://collections.ed.ac.uk/art/record/122757?highlight=*:*
Bubbie's Bay (2006),Rhoda Rosenburg,https://collections.ed.ac.uk/art/record/99878?highlight=*:*
Still Life with Fish (1949),Alistair F. Flattely,https://collections.ed.ac.uk/art/record/22700?highlight=*:*
Squeeeeeze (2016),Ruoyan Wang,https://collections.ed.ac.uk/art/record/99240?highlight=*:*
"Lloret de Mar, Costa Brava (1958)",Joan F. Biggins,https://collections.ed.ac.uk/art/record/50613?highlight=*:*
Unknown (1973),David Hogg,https://collections.ed.ac.uk/art/record/53601?highlight=*:*
Unknown (1943-1944),William MacLaren,https://collections.ed.ac.uk/art/record/50490?highlight=*:*
Still Life with Light bulb and Toy Plane (1967),Eileen E M Lawrence,https://collections.ed.ac.uk/art/record/122701?highlight=*:*
Untitled,Elaine Speirs,https://collections.ed.ac.uk/art/record/122771?highlight=*:*
Quick Sketch (1950),Patrick W. Barclay,https://collections.ed.ac.uk/art/record/50619?highlight=*:*
Unknown (1943),W C G Thomson,https://collections.ed.ac.uk/art/record/50451?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21604?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50417?highlight=*:*
Abstract Butterfly (1961),John G. Mitchell,https://collections.ed.ac.uk/art/record/122911?highlight=*:*
Multiple Studies of a Woman in a Long Dress and Bonnet (1956),Jacqueline A N Stieger,https://collections.ed.ac.uk/art/record/20820?highlight=*:*
Composition with Red Sprouting Beans (Circa 1975),Andrew J. Neil,https://collections.ed.ac.uk/art/record/22643?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53577?highlight=*:*
Unknown (24 JAN 1947),Eric Forrest,https://collections.ed.ac.uk/art/record/50588?highlight=*:*
Standing Female Nude,Alastair Fairweather,https://collections.ed.ac.uk/art/record/50424?highlight=*:*
Unknown (1994),Esther Tacke,https://collections.ed.ac.uk/art/record/21914?highlight=*:*
Patrick Nuttgens (recto),John Whittaker,https://collections.ed.ac.uk/art/record/22738?highlight=*:*
Untitled (1946),Vivian Chapman,https://collections.ed.ac.uk/art/record/21735?highlight=*:*
Face Value (2007),Annette Kierulf,https://collections.ed.ac.uk/art/record/99902?highlight=*:*
Piana degli Greci (1958),Beatrice Patricia Grimshaw,https://collections.ed.ac.uk/art/record/53481?highlight=*:*
Still Life with a Jar of Cherries (1969),Rosemary E. Hamblin,https://collections.ed.ac.uk/art/record/122683?highlight=*:*
Untitled (1991),Joanna [Coffin?],https://collections.ed.ac.uk/art/record/21871?highlight=*:*
Unknown,Joseph Sharples,https://collections.ed.ac.uk/art/record/50379?highlight=*:*
Placa del Sol (1991),Caroline Conway,https://collections.ed.ac.uk/art/record/21839?highlight=*:*
Seated Female Nude with Striped Floor Drape,Unknown,https://collections.ed.ac.uk/art/record/122796?highlight=*:*
Patchwork quilt (1700-1899),Unknown,https://collections.ed.ac.uk/art/record/102731?highlight=*:*
Untitled (1953),Nil Bjorklund,https://collections.ed.ac.uk/art/record/21685?highlight=*:*
Unknown (1957),Joan F. Biggins,https://collections.ed.ac.uk/art/record/50612?highlight=*:*
Figure of Dionysos from the Parthenon (east pediment) (1837),Westmacott,https://collections.ed.ac.uk/art/record/20632?highlight=*:*
House and Figures in a Landscape,Judith A. Heller,https://collections.ed.ac.uk/art/record/22578?highlight=*:*
Untitled (1997),Breda Flannagan,https://collections.ed.ac.uk/art/record/21868?highlight=*:*
Portrait of a Woman (1969),Jennifer M. Hughes,https://collections.ed.ac.uk/art/record/123341?highlight=*:*
Male Nude at Wash Bowl (recto) (1946),Unknown,https://collections.ed.ac.uk/art/record/22649?highlight=*:*
Abstract with Circles (Circa 1945),Alan Davie,https://collections.ed.ac.uk/art/record/20749?highlight=*:*
Still Life with Bottles and Bowls (1952),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/22720?highlight=*:*
Ayrshire christening robe (1800-1899),Unknown,https://collections.ed.ac.uk/art/record/102680?highlight=*:*
Seated Female Nude (1969),Ian G. Robertson,https://collections.ed.ac.uk/art/record/22727?highlight=*:*
The Idea (1991),Karen Guthrie,https://collections.ed.ac.uk/art/record/21907?highlight=*:*
Babies constructed bonnet (1890-1900),Unknown,https://collections.ed.ac.uk/art/record/102672?highlight=*:*
Untitled (1962),James Goodall,https://collections.ed.ac.uk/art/record/99848?highlight=*:*
Jacopo Nani (2019),Brandon Logan,https://collections.ed.ac.uk/art/record/113742?highlight=*:*
Untitled (Unknown),David Douglas,https://collections.ed.ac.uk/art/record/21641?highlight=*:*
Lamb (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122124?highlight=*:*
Part Figure/Part Landscape Composition (Circa 1970),Helen Grant,https://collections.ed.ac.uk/art/record/123114?highlight=*:*
Woman Wearing Head Cloth in Prayer or Begging,Katherine Ogilvy,https://collections.ed.ac.uk/art/record/122965?highlight=*:*
Untitled (1995-1996),Arabella Harvey,https://collections.ed.ac.uk/art/record/21724?highlight=*:*
Unknown (1958),Andrew P. W. Conkie,https://collections.ed.ac.uk/art/record/50525?highlight=*:*
Unknown (1947),Anne Anderson,https://collections.ed.ac.uk/art/record/50529?highlight=*:*
Unknown (1985),Sarah Setchfield,https://collections.ed.ac.uk/art/record/50432?highlight=*:*
Three Men and a Snake (Unknown),Robert Rivers,https://collections.ed.ac.uk/art/record/21945?highlight=*:*
Woven fragments (waistcoat),Unknown,https://collections.ed.ac.uk/art/record/102702?highlight=*:*
Unknown,Robert Euman,https://collections.ed.ac.uk/art/record/53546?highlight=*:*
Unknown (MAY 1963),Gregor Smith,https://collections.ed.ac.uk/art/record/53501?highlight=*:*
Unknown,J Brown,https://collections.ed.ac.uk/art/record/53568?highlight=*:*
Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99805?highlight=*:*
Interior (Circa 1975),Brian D. Henderson,https://collections.ed.ac.uk/art/record/22623?highlight=*:*
Little Bird (1985),Robert Adam,https://collections.ed.ac.uk/art/record/21622?highlight=*:*
Unknown (1978),William J. Rennie,https://collections.ed.ac.uk/art/record/50427?highlight=*:*
Romeing (2013),Marissa Stoffer,https://collections.ed.ac.uk/art/record/47444?highlight=*:*
"Nylqhare, Whipsnade (31 AUG 1946)",Mabel D. Lawford,https://collections.ed.ac.uk/art/record/50535?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102728?highlight=*:*
Small Portrait of a Woman in Brown,Polly A. Lister,https://collections.ed.ac.uk/art/record/22672?highlight=*:*
Black Nude,Ann Stout,https://collections.ed.ac.uk/art/record/122808?highlight=*:*
Sugar Bowl,Emma Gillies,https://collections.ed.ac.uk/art/record/53724?highlight=*:*
Untitled (1991-1992),Kate McKenzie,https://collections.ed.ac.uk/art/record/21934?highlight=*:*
Portrait of a Man (1953),Ian J. D. Short,https://collections.ed.ac.uk/art/record/22695?highlight=*:*
Blue Mood (1986),Paul Furneaux,https://collections.ed.ac.uk/art/record/21576?highlight=*:*
Unknown (1949),Betty Elston,https://collections.ed.ac.uk/art/record/50582?highlight=*:*
Still Life with Bowl of Fruit (1964),William M. McG. Gillon,https://collections.ed.ac.uk/art/record/122877?highlight=*:*
Figure on Stage (1984),Robert A. C. MacLaurin,https://collections.ed.ac.uk/art/record/122741?highlight=*:*
Male Model (Circa 1966),James H. Fairgrieve,https://collections.ed.ac.uk/art/record/122819?highlight=*:*
Abstract in Brown and Blue (1988),George M. Glen,https://collections.ed.ac.uk/art/record/22565?highlight=*:*
Study for Composition (1949),Alistair Smart,https://collections.ed.ac.uk/art/record/50477?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53629?highlight=*:*
Male Portrait (1959),Peter McGinn,https://collections.ed.ac.uk/art/record/22686?highlight=*:*
Yellow Plane* (1999),Sarah Gittens,https://collections.ed.ac.uk/art/record/122823?highlight=*:*
